product_image,category,sub_category,product_name,short_description,product_description,strain_type,thc_level,cbd_level,unit_count,unit_price,unit_count_type,brand_name,state,brand_description,brand_logos
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Flow+Kana+Logo.jpeg,flower,,Fire OG 28.95% THC,,,indica,28.95%,,1,$14.00,unit,Flow Kana,CA,"Flow Kana is a different kind of cannabis business. We want to change the way our patients think about cannabis and the world as a whole.

Our values are simple. Respect the land and the medicine that it produces. No contaminants, no fancy packaging, no overpriced storefront. We bring the best of the farm to our patients doors.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/Flow+Kana+Logo.jpeg
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/AC-DC.jpg,concentrate,,AC/DC,,"CBD-rich

Taste: Earthy & Sweet

AC/DC is high-CBD, sativa dominant strain. With the highest CBD:THC ratio of any of our cartridges, the strain is non-psychoactive but many patients still report extreme relief from pain, inflammation, depression, anxiety and stress.",hybrid,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/Blackberry+Kush.jpeg,concentrate,,Blackberry Kush,,"Taste: Sweet & Pungent

Blackberry Kush is a notable strain due to the sweet taste but the strong effects associated with Indica. The strong relaxation can be felt throughout the entire body and is often reported to be used for pain.",indica,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cb4584a60001299ea2_blue-dream-p-500.jpeg,concentrate,,Blue Dream,,"Taste: Sweet & Berry

Blue Dream is a sativa dominant hybrid of Blueberry indica and sativa Haze. Patients report swift balancing and refreshing effects, making it popular to enjoy during the day for the treatment of pain, depression, and nausea.",sativa,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cbb311980001637b2c_chem-dawg-p-500.jpeg,concentrate,,Chem Dawg,,"Taste: Pungent & Citrusy

Chemdawg is a sharp hybrid with a pungent aroma to match. The strong hybrid is on the potent side and patients enjoy using it for a cerebral high and a full body relief.",hybrid,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cb4584a60001299ea3_cherry-pie-p-500.jpeg,concentrate,,Cherry Pie,,"Taste: Sweet & Earthy

Cherry Pie is a hybrid strain that is beloved for it’s fast acting, subtle effects. Often referred to as a light-indica, this strain is known for it calming full-body relief. Patients report enjoying Cherry Pie for
stress relief, headaches, and minor pains.",indica,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cb7cc4250001956cba_gsc-p-500.jpeg,concentrate,,GSC,,"Taste: Sweet & Earthy

GSC is a hybrid of two very popular strains, OG Kush & Durban Poison. The result is euphoria paired with full-body relaxation and a cerebral high. Patients have reported that this popular strain helps with pain and nausea.",hybrid,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cb93744200018636e9_gorilla-glue-p-500.jpeg,concentrate,,GG#4,,"Taste: Sweet & Pungent

Blackberry Kush is a notable strain due to the sweet taste but the strong effects associated with Indica. The strong 
relaxation can be felt throughout the entire body and is often reported to be used for pain.",indica,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cba298f50001130045_gdp-p-500.jpeg,concentrate,,Grand Daddy Purp,,"Taste: Sweet & Pungent

Grand Daddy Purple (GDP) is an indica-sensory dominant strain with hints of lavender, grape, and honey sweetness. Patients report enjoying GDP for calming relief while conveying gentle mental stimulation, excellent for relaxation without overt sedation.",indica,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cb93744200018636ea_jack-herer-p-500.jpeg,concentrate,,Jack Herer,,"Taste: Citrus

Named after renowned cannabis activist and author, Jack Herer is elevating and creativity enhancing. Its stimulating and joyous sativa-sensory dominant effects set the scene for profound aromatics and flavors of citrus.",sativa,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
https://s3-us-west-1.amazonaws.com/greentap-temp-images/Products/5a2ee6cca298f50001130047_og-kush-p-500.jpeg,concentrate,,OG Kush,,"Taste: Earthy & Piney

OG Kush is a strong Indica strain, delivering heavy relaxation and sedative effects. The strong effects are felt throughout the entire body. Most patients report using OG Kush for sleep disorders, migraines and stress.",indica,,,,,,AbsoluteXtracts,CA,"AbsoluteXtracts—ABX—is a homegrown Northern California company committed to providing patients with pure, safe, and potent cannabis concentrates.

A quality vape experience starts with healthy plants. Hearty clones are taken from young, carefully tended mother plants, genetically fingerprinted, and tested for viruses and pathogens. 

These cannabis plant-starts are grown in greenhouses and on small family farms throughout Northern California. When ready, theyre harvested and transported to Santa Rosa for processing.

The plant materials are tested for pesticides, molds and bacteria. After passing inspection, the herb is dried, cured and processed in a pharmaceutical grade ""clean"" room.

We use clean, high pressure carbon dioxide at low temperatures to extract the cannabis oil. We employ proprietary methods to preserve the terpenes, that give each strain its distinctive smell and flavor. 

We package our cannabis oil in our own specially made cartridges that are designed to ensure easy flow and a reliable draw.  We add absolutely no additives.",https://s3-us-west-1.amazonaws.com/greentap-temp-images/AbsoluteXtracts+Logo.png
