product_image,category,sub_category,product_name,short_description,product_description,strain_type,thc_level,cbd_level,unit_count,unit_price,unit_count_type,brand_name,state,brand_description,brand_logos
https://ddd33q3967xhi.cloudfront.net/Jb8g4fcaA-oRfuA2zVLMwTEoZcY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fW_xH8KJNAPh9qMZSOj1vCMr0nN0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fVk9u5PBQHGsxwMvx8ZJa_Friut%2bChews.jpg,edible,,Fruit Chews/Gummies ,,"Delicious Gummies that we call fruit chews so kids wont relate!  Real Fruit Puree for that natural taste...  Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers.  No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles.  Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/wwsIAtBJWLSXvB8embiLbBK-iqE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2flr850cjMrLt9-xw8OZnfCMbPKXg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fDP486YOFRCu4NjUm1q3A_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Blueberry 100mg,,"Delicious Gummies that we call fruit chews so kids wont relate! Real Fruit Puree for that natural taste... Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers. No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles. Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/4KU_7IrbM5T9Tr2mqPNIBOoww8Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fU2wM6SUSqcma_k9jK_W3NGig_UU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fQU4hPlDXQV2il3wABlej_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Lemon 100mg,,"Classic gumy square with a cannabis twist! Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers.  No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/j4O3PpP4FX6c8O_0msLDh06kymU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fD9hh5lSfZfu7aJg41Po28gvltbw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fMiDBMgXT96NeAMqtS0Eo_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Mango Passion Fruit Chews - 100mg,,"Delicious Gummies that we call fruit chews so kids wont relate!  Real Fruit Puree for that natural taste...  Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers.  No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles.  Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/FLv4NX51unxS4wGAeSjN6GfjYBE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLL-P8iQnVPbIOgRdOkreRlOFi2M%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fqSbDXrHrRBSM44GQDe2F_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Peach  100mg,,"Delicious Gummies that we call fruit chews so kids wont relate! Real Fruit Puree for that natural taste... Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers. No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles. Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/4mOfE66t3-Lr4SsAjqnbtutoR-U=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fYgEAFk7HOF39opH3YmYC1KcERuY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fvOgHkO3wT0q4FkqDSS5s_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Strawberry Banana 100mg,,"Delicious Gummies that we call fruit chews so kids wont relate! Real Fruit Puree for that natural taste... Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers. No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles. Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/q08MfyVmSiA5eAL6LKdF6ctEovU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQ4qoQH-TJiy5Xg1OnsEtkJVfOoo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0Z26Hh1EQGCosESIaHos_Friut%2bChews1.jpg,edible,,Fruit Chews/Gummies - Watermelon 100mg,,"Delicious Gummies that we call fruit chews so kids wont relate! Real Fruit Puree for that natural taste... Absolutely delicious!
Evergreen Organix Fruit Chews are never sprayed or soaked. They are 100% made from scratch with all natural premium fruit by our gourmet confection makers. No animal products in this fine product (gelatin free). 

Available in Lemon, Cherry, Mango Passion Friut, Strawberry Bannana, Blueberry, Watermelon, and other assorted flavors!

Dosed at 20mg THC per gum drop and 100mg per pack.
Be conscious when consuming cannabis infused edibles. Hand crafted and flavor specific chews, give you the consistent taste and dose each and every time.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/ZZ5pHU0w8Hqg3t5xlPYDIH_gS1c=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f-82-2AKw1R7T56FnaC2Q1VOSSuU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKtjqjaKQhyZNpU6K5D9w_Canna%2bCube%2bopen.jpg,edible,,Grape Canna Cubes - 100mg,,"Our popular line of micro dosed infused hard candies come in a variety of flavors and deliver a delicious and discreet way to medicate. Traditional flavors include: Blue Raspberry, Cherry, Grape, Mango, Mint and Watermellon.

Each package contains (20) 5mg cube for a total of 100mg of THC Individual servings to ensure proper dosing Absorbed through the mouth and pleasantly potent Recommend starting with (1) 5mg candy and waiting approximately 1-2 hours before consuming another Natural flavors allow for little to no cannabis taste Lab tested for quality and consistency Sold in a child-proof, resealable safety bottle",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/Z5YRM1jO4UOve0zNfGQZ-u1iCw0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2feSMIPPimL6Fm9bkUX_YbMglDfZE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fkwjWalUxQXqHtNOkmTcu_Canna%2bCube%2bopen.jpg,edible,,Cherry Canna Cubes - 100mg,,"Our popular line of micro dosed infused hard candies come in a variety of flavors and deliver a delicious and discreet way to medicate. Traditional flavors include: Blue Raspberry, Cherry, Grape, Mango, Mint and Watermellon.

Each package contains (20) 5mg cube for a total of 100mg of THC Individual servings to ensure proper dosing Absorbed through the mouth and pleasantly potent Recommend starting with (1) 5mg candy and waiting approximately 1-2 hours before consuming another Natural flavors allow for little to no cannabis taste Lab tested for quality and consistency Sold in a child-proof, resealable safety bottle",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/5YINaYyh4SDjb5ytrosY8i4It8E=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyZjeEIzKBVufRYb8xuC0U9l1PwY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjVuYQy1ZSiCprdBkyeOl_044.jpg,edible,,Blue Raspberry Canna Cubes - 100mg,,"Our popular line of micro dosed infused hard candies come in a variety of flavors and deliver a delicious and discreet way to medicate. Traditional flavors include: Blue Raspberry, Cherry, Grape, Mango, Mint and Watermellon.

Each package contains (20) 5mg cube for a total of 100mg of THC Individual servings to ensure proper dosing Absorbed through the mouth and pleasantly potent Recommend starting with (1) 5mg candy and waiting approximately 1-2 hours before consuming another Natural flavors allow for little to no cannabis taste Lab tested for quality and consistency Sold in a child-proof, resealable safety bottle",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/fITGoC3vEripxNs2jLttHHbiIr4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyvlRVbPCP_ZtY2C5VwI1mgbicXU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fSbUTSdNqQLKkmoag2kcc_116.jpg,edible,,Strawberry White Chocolate Bar,,"This bar is 24 pieces of strawberry bits, white chocolate, premium cannabis and tons of love for a strawberry lovers delight.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/dG_e8YilxiIuqtsFjWksSlQ6-uY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f30lbKQ58VUeiiyIUlq4_m0dzcQ4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fsId4wS78TZuRATdbdgHK_PBBar.png,edible,,Peanut Butter White Chocolate Bar,,"Creamy Peanut Butter, Peanuts, White Chocolate and Fine Cannabis make for a peanut butter lovers heaven!  All you need is a cold glass of milk.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/HSqqfrzRSeg_7DXgKkUM7t4fDHU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyTV_t9TYiZRZZ1mY65Dy4o7zNZY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fzjJGWJS9ObJ7aaQND0Qd_117.jpg,edible,,Salted Almond Dark Chocolate,,"What more could you ask for from a chocolate craftsman?  Yes, Salted Almond and Dark Chocolate.  It gives you the salty sweet combination the world is crazy for with the wonderful flavor of toasted almonds and milky smooth creamy chocolate.   No bitter sweet here, this is an amazing combination and you deserve the best, so pick up two to go, you will be glad you did.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/C_bwIWjaBo-CVYcSe-fEHKSyB0o=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fJ9JvkEOW8M23_ceYz1v2EosjzOM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fM9el8atQTnmmC21uqOoa_EVO_ChocalteBar.jpg,edible,,Milk Chocolate Bar,,The perfect blend of ingredients for a masterful piece of chocolate.  24 individual pieces that will satisfy your discriminating taste for milk chocolate along with your desire for the perfect dose of fine chocolate.,,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
https://ddd33q3967xhi.cloudfront.net/tmYygJBvMGLBPqdUBcJaKjpaBfc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f00-HFmzFYGCuPHIPXFZnzXJb6Do%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJ33hOXvS9CkTBjqVwsMl_115.jpg,edible,,Mint Chocolate Bar,,"Creme de Mint white chocolate blended with our finest chocolate to create a large version of those fun chocolate mints you get at your classy steak house!  If you love mint and have a thing for amazing chocolate, this will become your go-to edible.",,,,,,,Evergreen Organix,CA,"Established in 2015, Evergreen Organix has grown to be Nevada‘s premiere marijuana edibles producer.   We are 100% locally owned, family operated, and have proudly rooted our brand in the Silver State.  Following the Nevada Strict Cannabis Guidelines, we can ensure you that our testing is exact, absolute and very detailed for your protection.  Our potency will be exact and not estimated and the third party lab results will let you know you are consuming the cleanest and safest products in the country!

Philosophy

Founded on the principles of quality and care, Evergreen Organix has developed our product line using only the finest ingredients and premium cannabis.   We put a tremendous amount of effort into all avenues of our production.  From hand crafting to small batching, we closely monitor every phase of product development to make sure that the end results are delicious and consistent.  We work hard to make sure that consumers are getting a premium cannabis experience every time they choose an Evergreen Organix product.",https://ddd33q3967xhi.cloudfront.net/nF_6T2M8DlH0rS9hbHL1jWOS2lQ=/fit-in/150x150/filters:fill(ffffff%2ctrue)/https%3a%2f%2fs3.amazonaws.com%2fleafly-s3%2fbrands%2flogos%2fOtQ8HatATiiP3zkAR4O6_Toplogo.png
